Item,Year,Month,Index
Milk,2018,December,2.853
Milk,2019,January,2.913
Milk,2019,Febuary,2.9
Milk,2019,March,2.944
Milk,2019,April,2.98
Milk,2019,May,2.963
Milk,2019,June,3.054
Milk,2019,July,3.031
Milk,2019,August,3.045
Milk,2019,September,3.102
Milk,2019,October,3.119
Milk,2019,November,3.189
Milk,2019,December,3.188
Milk,2020,January,3.253
Milk,2020,Febuary,3.196
Milk,2020,March,3.248
Milk,2020,April,3.267
Milk,2020,May,3.21
Milk,2020,June,3.198
Milk,2020,July,3.255
Milk,2020,August,3.406
Milk,2020,September,3.448
Milk,2020,October,3.38
Milk,2020,November,3.425
Milk,2020,December,3.535
Milk,2021,January,3.468
Milk,2021,Febuary,3.368
Milk,2021,March,3.348
Milk,2021,April,3.447
Milk,2021,May,3.497
Milk,2021,June,3.557
Milk,2021,July,3.627
Milk,2021,August,3.56
Milk,2021,September,3.585
Milk,2021,October,3.663
Milk,2021,November,3.671
Milk,2021,December,3.743
Milk,2022,January,3.787
Milk,2022,Febuary,3.875
Milk,2022,March,3.917
Milk,2022,April,4.012
Milk,2022,May,4.204
Milk,2022,June,4.153
Milk,2022,July,4.156
Milk,2022,August,4.194
Milk,2022,September,4.181
Milk,2022,October,4.184
Milk,2022,November,4.218
Milk,2022,December,4.211
Milk,2023,January,4.204
Milk,2023,Febuary,4.163
Milk,2023,March,4.098
Milk,2023,April,4.042
Milk,2023,May,4.042
Milk,2023,June,3.985
Milk,2023,July,3.971
Milk,2023,August,3.927
Milk,2023,September,3.965
Milk,2023,October,3.927
Milk,2023,November,3.997
Milk,2023,December,4.008
Milk,2024,January,3.958
Milk,2024,Febuary,3.94
Milk,2024,March,3.893
Milk,2024,April,3.868
Milk,2024,May,3.864
Milk,2024,June,3.956
Milk,2024,July,3.983
Milk,2024,August,4.044
Milk,2024,September,4.021
Milk,2024,October,4.041
Milk,2024,November,None
Milk,2024,December,None
Cheddar Cheese,2005,January,4.21
Cheddar Cheese,2005,Febuary,4.382
Cheddar Cheese,2005,March,4.354
Cheddar Cheese,2005,April,4.449
Cheddar Cheese,2005,May,4.414
Cheddar Cheese,2005,June,4.44
Cheddar Cheese,2005,July,4.377
Cheddar Cheese,2005,August,4.384
Cheddar Cheese,2005,September,4.321
Cheddar Cheese,2005,October,4.385
Cheddar Cheese,2005,November,4.429
Cheddar Cheese,2005,December,4.433
Cheddar Cheese,2006,January,4.443
Cheddar Cheese,2006,Febuary,4.314
Cheddar Cheese,2006,March,4.365
Cheddar Cheese,2006,April,4.379
Cheddar Cheese,2006,May,4.284
Cheddar Cheese,2006,June,4.234
Cheddar Cheese,2006,July,4.315
Cheddar Cheese,2006,August,4.261
Cheddar Cheese,2006,September,4.215
Cheddar Cheese,2006,October,4.245
Cheddar Cheese,2006,November,3.988
Cheddar Cheese,2006,December,4.015
Cheddar Cheese,2007,January,4.059
Cheddar Cheese,2007,Febuary,4.013
Cheddar Cheese,2007,March,4.082
Cheddar Cheese,2007,April,4.032
Cheddar Cheese,2007,May,3.976
Cheddar Cheese,2007,June,3.981
Cheddar Cheese,2007,July,4.292
Cheddar Cheese,2007,August,4.411
Cheddar Cheese,2007,September,4.479
Cheddar Cheese,2007,October,4.521
Cheddar Cheese,2007,November,4.468
Cheddar Cheese,2007,December,4.445
Cheddar Cheese,2008,January,4.623
Cheddar Cheese,2008,Febuary,4.611
Cheddar Cheese,2008,March,4.572
Cheddar Cheese,2008,April,4.592
Cheddar Cheese,2008,May,4.397
Cheddar Cheese,2008,June,4.54
Cheddar Cheese,2008,July,4.705
Cheddar Cheese,2008,August,4.827
Cheddar Cheese,2008,September,4.815
Cheddar Cheese,2008,October,4.973
Cheddar Cheese,2008,November,5.097
Cheddar Cheese,2008,December,4.952
Cheddar Cheese,2009,January,5.014
Cheddar Cheese,2009,Febuary,4.922
Cheddar Cheese,2009,March,4.758
Cheddar Cheese,2009,April,4.759
Cheddar Cheese,2009,May,4.605
Cheddar Cheese,2009,June,4.723
Cheddar Cheese,2009,July,4.56
Cheddar Cheese,2009,August,4.552
Cheddar Cheese,2009,September,4.61
Cheddar Cheese,2009,October,4.545
Cheddar Cheese,2009,November,4.425
Cheddar Cheese,2009,December,4.552
Cheddar Cheese,2010,January,4.72
Cheddar Cheese,2010,Febuary,4.608
Cheddar Cheese,2010,March,4.708
Cheddar Cheese,2010,April,4.647
Cheddar Cheese,2010,May,4.713
Cheddar Cheese,2010,June,4.525
Cheddar Cheese,2010,July,4.631
Cheddar Cheese,2010,August,4.65
Cheddar Cheese,2010,September,4.726
Cheddar Cheese,2010,October,4.651
Cheddar Cheese,2010,November,5.005
Cheddar Cheese,2010,December,4.933
Cheddar Cheese,2011,January,5.143
Cheddar Cheese,2011,Febuary,5.023
Cheddar Cheese,2011,March,5.065
Cheddar Cheese,2011,April,5.204
Cheddar Cheese,2011,May,5.435
Cheddar Cheese,2011,June,5.443
Cheddar Cheese,2011,July,5.596
Cheddar Cheese,2011,August,5.647
Cheddar Cheese,2011,September,5.707
Cheddar Cheese,2011,October,5.702
Cheddar Cheese,2011,November,5.63
Cheddar Cheese,2011,December,5.43
Cheddar Cheese,2012,January,5.717
Cheddar Cheese,2012,Febuary,5.598
Cheddar Cheese,2012,March,5.659
Cheddar Cheese,2012,April,5.628
Cheddar Cheese,2012,May,5.568
Cheddar Cheese,2012,June,5.475
Cheddar Cheese,2012,July,5.457
Cheddar Cheese,2012,August,5.493
Cheddar Cheese,2012,September,5.575
Cheddar Cheese,2012,October,5.635
Cheddar Cheese,2012,November,5.833
Cheddar Cheese,2012,December,5.867
Cheddar Cheese,2013,January,5.832
Cheddar Cheese,2013,Febuary,5.936
Cheddar Cheese,2013,March,5.736
Cheddar Cheese,2013,April,5.635
Cheddar Cheese,2013,May,5.559
Cheddar Cheese,2013,June,5.493
Cheddar Cheese,2013,July,5.434
Cheddar Cheese,2013,August,5.465
Cheddar Cheese,2013,September,5.433
Cheddar Cheese,2013,October,5.39
Cheddar Cheese,2013,November,5.391
Cheddar Cheese,2013,December,5.386
Cheddar Cheese,2014,January,5.381
Cheddar Cheese,2014,Febuary,5.543
Cheddar Cheese,2014,March,5.579
Cheddar Cheese,2014,April,5.733
Cheddar Cheese,2014,May,5.586
Cheddar Cheese,2014,June,5.56
Cheddar Cheese,2014,July,5.56
Cheddar Cheese,2014,August,5.58
Cheddar Cheese,2014,September,5.565
Cheddar Cheese,2014,October,5.568
Cheddar Cheese,2014,November,5.419
Cheddar Cheese,2014,December,5.438
Cheddar Cheese,2015,January,5.401
Cheddar Cheese,2015,Febuary,5.48
Cheddar Cheese,2015,March,5.384
Cheddar Cheese,2015,April,5.384
Cheddar Cheese,2015,May,5.312
Cheddar Cheese,2015,June,5.256
Cheddar Cheese,2015,July,5.376
Cheddar Cheese,2015,August,5.336
Cheddar Cheese,2015,September,5.382
Cheddar Cheese,2015,October,5.478
Cheddar Cheese,2015,November,5.433
Cheddar Cheese,2015,December,5.328
Cheddar Cheese,2016,January,5.411
Cheddar Cheese,2016,Febuary,5.369
Cheddar Cheese,2016,March,5.364
Cheddar Cheese,2016,April,5.399
Cheddar Cheese,2016,May,5.365
Cheddar Cheese,2016,June,5.269
Cheddar Cheese,2016,July,5.184
Cheddar Cheese,2016,August,5.272
Cheddar Cheese,2016,September,5.023
Cheddar Cheese,2016,October,5.352
Cheddar Cheese,2016,November,4.914
Cheddar Cheese,2016,December,4.895
Cheddar Cheese,2017,January,4.933
Cheddar Cheese,2017,Febuary,4.967
Cheddar Cheese,2017,March,4.799
Cheddar Cheese,2017,April,4.794
Cheddar Cheese,2017,May,4.748
Cheddar Cheese,2017,June,4.797
Cheddar Cheese,2017,July,4.851
Cheddar Cheese,2017,August,4.862
Cheddar Cheese,2017,September,5.01
Cheddar Cheese,2017,October,5.028
Cheddar Cheese,2017,November,5.006
Cheddar Cheese,2017,December,4.95
Cheddar Cheese,2018,January,5.021
Cheddar Cheese,2018,Febuary,5.082
Cheddar Cheese,2018,March,5.064
Cheddar Cheese,2018,April,5.03
Cheddar Cheese,2018,May,5.131
Cheddar Cheese,2018,June,5.234
Cheddar Cheese,2018,July,5.065
Cheddar Cheese,2018,August,5.118
Cheddar Cheese,2018,September,5.128
Cheddar Cheese,2018,October,5.158
Cheddar Cheese,2018,November,5.229
Cheddar Cheese,2018,December,5.36
Cheddar Cheese,2019,January,5.372
Cheddar Cheese,2019,Febuary,5.247
Cheddar Cheese,2019,March,5.193
Cheddar Cheese,2019,April,5.29
Cheddar Cheese,2019,May,5.327
Cheddar Cheese,2019,June,5.254
Cheddar Cheese,2019,July,5.349
Cheddar Cheese,2019,August,5.367
Cheddar Cheese,2019,September,5.406
Cheddar Cheese,2019,October,5.277
Cheddar Cheese,2019,November,5.309
Cheddar Cheese,2019,December,5.302
Cheddar Cheese,2020,January,5.204
Cheddar Cheese,2020,Febuary,5.381
Cheddar Cheese,2020,March,5.329
Cheddar Cheese,2020,April,5.453
Cheddar Cheese,2020,May,5.558
Cheddar Cheese,2020,June,5.619
Cheddar Cheese,2020,July,5.517
Cheddar Cheese,2020,August,5.572
Cheddar Cheese,2020,September,5.611
Cheddar Cheese,2020,October,5.583
Cheddar Cheese,2020,November,5.589
Cheddar Cheese,2020,December,5.54
Cheddar Cheese,2021,January,5.656
Cheddar Cheese,2021,Febuary,5.6
Cheddar Cheese,2021,March,5.682
Cheddar Cheese,2021,April,5.441
Cheddar Cheese,2021,May,5.421
Cheddar Cheese,2021,June,5.386
Cheddar Cheese,2021,July,5.392
Cheddar Cheese,2021,August,5.336
Cheddar Cheese,2021,September,5.387
Cheddar Cheese,2021,October,5.396
Cheddar Cheese,2021,November,5.326
Cheddar Cheese,2021,December,5.257
Cheddar Cheese,2022,January,5.315
Cheddar Cheese,2022,Febuary,5.447
Cheddar Cheese,2022,March,5.486
Cheddar Cheese,2022,April,5.656
Cheddar Cheese,2022,May,5.645
Cheddar Cheese,2022,June,5.777
Cheddar Cheese,2022,July,5.855
Cheddar Cheese,2022,August,5.995
Cheddar Cheese,2022,September,6.084
Cheddar Cheese,2022,October,5.96
Cheddar Cheese,2022,November,5.933
Cheddar Cheese,2022,December,5.995
Cheddar Cheese,2023,January,5.946
Cheddar Cheese,2023,Febuary,5.85
Cheddar Cheese,2023,March,5.922
Cheddar Cheese,2023,April,5.94
Cheddar Cheese,2023,May,5.841
Cheddar Cheese,2023,June,5.681
Cheddar Cheese,2023,July,5.911
Cheddar Cheese,2023,August,5.897
Cheddar Cheese,2023,September,5.846
Cheddar Cheese,2023,October,5.846
Cheddar Cheese,2023,November,5.65
Cheddar Cheese,2023,December,5.545
Cheddar Cheese,2024,January,5.724
Cheddar Cheese,2024,Febuary,5.726
Cheddar Cheese,2024,March,5.689
Cheddar Cheese,2024,April,5.51
Cheddar Cheese,2024,May,5.551
Cheddar Cheese,2024,June,5.537
Cheddar Cheese,2024,July,5.599
Cheddar Cheese,2024,August,5.763
Cheddar Cheese,2024,September,5.731
Cheddar Cheese,2024,October,5.844
Cheddar Cheese,2024,November,None
Cheddar Cheese,2024,December,None
Ice Cream,2005,January,3.873
Ice Cream,2005,Febuary,3.79
Ice Cream,2005,March,3.654
Ice Cream,2005,April,3.772
Ice Cream,2005,May,3.948
Ice Cream,2005,June,3.619
Ice Cream,2005,July,3.773
Ice Cream,2005,August,3.796
Ice Cream,2005,September,3.784
Ice Cream,2005,October,3.705
Ice Cream,2005,November,3.514
Ice Cream,2005,December,3.691
Ice Cream,2006,January,3.703
Ice Cream,2006,Febuary,3.766
Ice Cream,2006,March,3.782
Ice Cream,2006,April,3.622
Ice Cream,2006,May,3.674
Ice Cream,2006,June,3.861
Ice Cream,2006,July,3.627
Ice Cream,2006,August,3.602
Ice Cream,2006,September,3.717
Ice Cream,2006,October,3.855
Ice Cream,2006,November,3.875
Ice Cream,2006,December,3.901
Ice Cream,2007,January,4.032
Ice Cream,2007,Febuary,4.019
Ice Cream,2007,March,3.969
Ice Cream,2007,April,3.794
Ice Cream,2007,May,3.876
Ice Cream,2007,June,3.879
Ice Cream,2007,July,3.825
Ice Cream,2007,August,3.895
Ice Cream,2007,September,3.897
Ice Cream,2007,October,3.942
Ice Cream,2007,November,4.225
Ice Cream,2007,December,4.081
Ice Cream,2008,January,4.14
Ice Cream,2008,Febuary,4.041
Ice Cream,2008,March,4.095
Ice Cream,2008,April,4.204
Ice Cream,2008,May,4.076
Ice Cream,2008,June,4.068
Ice Cream,2008,July,4.169
Ice Cream,2008,August,4.249
Ice Cream,2008,September,4.418
Ice Cream,2008,October,4.401
Ice Cream,2008,November,4.397
Ice Cream,2008,December,4.281
Ice Cream,2009,January,4.441
Ice Cream,2009,Febuary,4.349
Ice Cream,2009,March,4.165
Ice Cream,2009,April,4.368
Ice Cream,2009,May,4.282
Ice Cream,2009,June,4.25
Ice Cream,2009,July,4.193
Ice Cream,2009,August,4.279
Ice Cream,2009,September,4.244
Ice Cream,2009,October,4.623
Ice Cream,2009,November,4.431
Ice Cream,2009,December,4.234
Ice Cream,2010,January,4.483
Ice Cream,2010,Febuary,4.388
Ice Cream,2010,March,4.313
Ice Cream,2010,April,4.445
Ice Cream,2010,May,4.563
Ice Cream,2010,June,4.528
Ice Cream,2010,July,4.432
Ice Cream,2010,August,4.421
Ice Cream,2010,September,4.325
Ice Cream,2010,October,4.602
Ice Cream,2010,November,4.49
Ice Cream,2010,December,4.584
Ice Cream,2011,January,4.74
Ice Cream,2011,Febuary,4.99
Ice Cream,2011,March,4.923
Ice Cream,2011,April,4.877
Ice Cream,2011,May,4.614
Ice Cream,2011,June,4.854
Ice Cream,2011,July,4.862
Ice Cream,2011,August,4.792
Ice Cream,2011,September,4.805
Ice Cream,2011,October,5.209
Ice Cream,2011,November,5.218
Ice Cream,2011,December,5.251
Ice Cream,2012,January,5.29
Ice Cream,2012,Febuary,5.03
Ice Cream,2012,March,5.09
Ice Cream,2012,April,5.206
Ice Cream,2012,May,5.048
Ice Cream,2012,June,4.896
Ice Cream,2012,July,4.929
Ice Cream,2012,August,4.846
Ice Cream,2012,September,4.893
Ice Cream,2012,October,5.128
Ice Cream,2012,November,5.036
Ice Cream,2012,December,5.102
Ice Cream,2013,January,5.263
Ice Cream,2013,Febuary,5.184
Ice Cream,2013,March,5.089
Ice Cream,2013,April,5.093
Ice Cream,2013,May,4.831
Ice Cream,2013,June,5.005
Ice Cream,2013,July,4.84
Ice Cream,2013,August,5.034
Ice Cream,2013,September,4.795
Ice Cream,2013,October,4.945
Ice Cream,2013,November,4.885
Ice Cream,2013,December,4.975
Ice Cream,2014,January,5.022
Ice Cream,2014,Febuary,4.979
Ice Cream,2014,March,4.842
Ice Cream,2014,April,5.011
Ice Cream,2014,May,4.911
Ice Cream,2014,June,4.691
Ice Cream,2014,July,4.719
Ice Cream,2014,August,4.751
Ice Cream,2014,September,4.987
Ice Cream,2014,October,4.884
Ice Cream,2014,November,4.863
Ice Cream,2014,December,5.041
Ice Cream,2015,January,5.089
Ice Cream,2015,Febuary,4.955
Ice Cream,2015,March,4.889
Ice Cream,2015,April,4.791
Ice Cream,2015,May,4.696
Ice Cream,2015,June,4.62
Ice Cream,2015,July,4.466
Ice Cream,2015,August,4.597
Ice Cream,2015,September,4.791
Ice Cream,2015,October,4.626
Ice Cream,2015,November,4.684
Ice Cream,2015,December,4.725
Ice Cream,2016,January,4.913
Ice Cream,2016,Febuary,4.851
Ice Cream,2016,March,4.85
Ice Cream,2016,April,4.915
Ice Cream,2016,May,4.801
Ice Cream,2016,June,4.71
Ice Cream,2016,July,4.691
Ice Cream,2016,August,4.71
Ice Cream,2016,September,4.695
Ice Cream,2016,October,4.712
Ice Cream,2016,November,4.615
Ice Cream,2016,December,4.682
Ice Cream,2017,January,4.834
Ice Cream,2017,Febuary,4.87
Ice Cream,2017,March,4.751
Ice Cream,2017,April,4.659
Ice Cream,2017,May,4.631
Ice Cream,2017,June,4.629
Ice Cream,2017,July,4.606
Ice Cream,2017,August,4.688
Ice Cream,2017,September,4.648
Ice Cream,2017,October,4.683
Ice Cream,2017,November,4.567
Ice Cream,2017,December,4.758
Ice Cream,2018,January,4.786
Ice Cream,2018,Febuary,4.67
Ice Cream,2018,March,4.825
Ice Cream,2018,April,4.709
Ice Cream,2018,May,4.588
Ice Cream,2018,June,4.656
Ice Cream,2018,July,4.75
Ice Cream,2018,August,4.662
Ice Cream,2018,September,4.754
Ice Cream,2018,October,4.864
Ice Cream,2018,November,4.786
Ice Cream,2018,December,4.812
Ice Cream,2019,January,4.912
Ice Cream,2019,Febuary,4.981
Ice Cream,2019,March,4.791
Ice Cream,2019,April,4.821
Ice Cream,2019,May,4.85
Ice Cream,2019,June,4.633
Ice Cream,2019,July,4.674
Ice Cream,2019,August,4.682
Ice Cream,2019,September,4.802
Ice Cream,2019,October,4.94
Ice Cream,2019,November,4.935
Ice Cream,2019,December,4.74
Ice Cream,2020,January,4.824
Ice Cream,2020,Febuary,4.884
Ice Cream,2020,March,4.918
Ice Cream,2020,April,4.941
Ice Cream,2020,May,4.934
Ice Cream,2020,June,5.088
Ice Cream,2020,July,4.898
Ice Cream,2020,August,4.95
Ice Cream,2020,September,4.944
Ice Cream,2020,October,4.925
Ice Cream,2020,November,4.846
Ice Cream,2020,December,4.927
Ice Cream,2021,January,5.014
Ice Cream,2021,Febuary,4.937
Ice Cream,2021,March,4.949
Ice Cream,2021,April,4.978
Ice Cream,2021,May,4.685
Ice Cream,2021,June,4.886
Ice Cream,2021,July,4.943
Ice Cream,2021,August,4.918
Ice Cream,2021,September,4.9
Ice Cream,2021,October,4.952
Ice Cream,2021,November,4.77
Ice Cream,2021,December,4.766
Ice Cream,2022,January,4.993
Ice Cream,2022,Febuary,5.048
Ice Cream,2022,March,5.059
Ice Cream,2022,April,5.129
Ice Cream,2022,May,5.352
Ice Cream,2022,June,5.536
Ice Cream,2022,July,5.621
Ice Cream,2022,August,5.638
Ice Cream,2022,September,5.701
Ice Cream,2022,October,5.745
Ice Cream,2022,November,5.724
Ice Cream,2022,December,5.561
Ice Cream,2023,January,5.809
Ice Cream,2023,Febuary,5.722
Ice Cream,2023,March,5.92
Ice Cream,2023,April,5.95
Ice Cream,2023,May,5.807
Ice Cream,2023,June,5.812
Ice Cream,2023,July,5.845
Ice Cream,2023,August,5.904
Ice Cream,2023,September,5.959
Ice Cream,2023,October,6.041
Ice Cream,2023,November,6.014
Ice Cream,2023,December,6.015
Ice Cream,2024,January,5.903
Ice Cream,2024,Febuary,5.885
Ice Cream,2024,March,5.733
Ice Cream,2024,April,6.196
Ice Cream,2024,May,6
Ice Cream,2024,June,6.137
Ice Cream,2024,July,6.03
Ice Cream,2024,August,6.357
Ice Cream,2024,September,6.338
Ice Cream,2024,October,6.295
Ice Cream,2024,November,None
Ice Cream,2024,December,None
Bananas,2005,January,0.485
Bananas,2005,Febuary,0.502
Bananas,2005,March,0.507
Bananas,2005,April,0.503
Bananas,2005,May,0.497
Bananas,2005,June,0.493
Bananas,2005,July,0.494
Bananas,2005,August,0.487
Bananas,2005,September,0.485
Bananas,2005,October,0.491
Bananas,2005,November,0.48
Bananas,2005,December,0.482
Bananas,2006,January,0.49
Bananas,2006,Febuary,0.508
Bananas,2006,March,0.508
Bananas,2006,April,0.508
Bananas,2006,May,0.514
Bananas,2006,June,0.511
Bananas,2006,July,0.508
Bananas,2006,August,0.492
Bananas,2006,September,0.479
Bananas,2006,October,0.489
Bananas,2006,November,0.498
Bananas,2006,December,0.499
Bananas,2007,January,0.505
Bananas,2007,Febuary,0.507
Bananas,2007,March,0.51
Bananas,2007,April,0.517
Bananas,2007,May,0.503
Bananas,2007,June,0.512
Bananas,2007,July,0.509
Bananas,2007,August,0.506
Bananas,2007,September,0.505
Bananas,2007,October,0.508
Bananas,2007,November,0.515
Bananas,2007,December,0.525
Bananas,2008,January,0.521
Bananas,2008,Febuary,0.54
Bananas,2008,March,0.597
Bananas,2008,April,0.627
Bananas,2008,May,0.63
Bananas,2008,June,0.633
Bananas,2008,July,0.627
Bananas,2008,August,0.634
Bananas,2008,September,0.631
Bananas,2008,October,0.629
Bananas,2008,November,0.626
Bananas,2008,December,0.617
Bananas,2009,January,0.629
Bananas,2009,Febuary,0.641
Bananas,2009,March,0.634
Bananas,2009,April,0.629
Bananas,2009,May,0.622
Bananas,2009,June,0.617
Bananas,2009,July,0.616
Bananas,2009,August,0.611
Bananas,2009,September,0.605
Bananas,2009,October,0.598
Bananas,2009,November,0.561
Bananas,2009,December,0.571
Bananas,2010,January,0.586
Bananas,2010,Febuary,0.587
Bananas,2010,March,0.575
Bananas,2010,April,0.58
Bananas,2010,May,0.571
Bananas,2010,June,0.577
Bananas,2010,July,0.583
Bananas,2010,August,0.576
Bananas,2010,September,0.573
Bananas,2010,October,0.58
Bananas,2010,November,0.581
Bananas,2010,December,0.587
Bananas,2011,January,0.596
Bananas,2011,Febuary,0.625
Bananas,2011,March,0.621
Bananas,2011,April,0.621
Bananas,2011,May,0.617
Bananas,2011,June,0.614
Bananas,2011,July,0.611
Bananas,2011,August,0.606
Bananas,2011,September,0.607
Bananas,2011,October,0.607
Bananas,2011,November,0.598
Bananas,2011,December,0.599
Bananas,2012,January,0.604
Bananas,2012,Febuary,0.603
Bananas,2012,March,0.607
Bananas,2012,April,0.603
Bananas,2012,May,0.599
Bananas,2012,June,0.605
Bananas,2012,July,0.604
Bananas,2012,August,0.595
Bananas,2012,September,0.597
Bananas,2012,October,0.602
Bananas,2012,November,0.6
Bananas,2012,December,0.606
Bananas,2013,January,0.609
Bananas,2013,Febuary,0.611
Bananas,2013,March,0.609
Bananas,2013,April,0.597
Bananas,2013,May,0.603
Bananas,2013,June,0.603
Bananas,2013,July,0.602
Bananas,2013,August,0.595
Bananas,2013,September,0.601
Bananas,2013,October,0.586
Bananas,2013,November,0.587
Bananas,2013,December,0.592
Bananas,2014,January,0.595
Bananas,2014,Febuary,0.599
Bananas,2014,March,0.597
Bananas,2014,April,0.597
Bananas,2014,May,0.603
Bananas,2014,June,0.607
Bananas,2014,July,0.606
Bananas,2014,August,0.608
Bananas,2014,September,0.606
Bananas,2014,October,0.582
Bananas,2014,November,0.592
Bananas,2014,December,0.585
Bananas,2015,January,0.583
Bananas,2015,Febuary,0.591
Bananas,2015,March,0.593
Bananas,2015,April,0.597
Bananas,2015,May,0.582
Bananas,2015,June,0.574
Bananas,2015,July,0.581
Bananas,2015,August,0.58
Bananas,2015,September,0.58
Bananas,2015,October,0.577
Bananas,2015,November,0.575
Bananas,2015,December,0.58
Bananas,2016,January,0.581
Bananas,2016,Febuary,0.573
Bananas,2016,March,0.586
Bananas,2016,April,0.574
Bananas,2016,May,0.57
Bananas,2016,June,0.569
Bananas,2016,July,0.567
Bananas,2016,August,0.562
Bananas,2016,September,0.575
Bananas,2016,October,0.57
Bananas,2016,November,0.573
Bananas,2016,December,0.576
Bananas,2017,January,0.573
Bananas,2017,Febuary,0.573
Bananas,2017,March,0.571
Bananas,2017,April,0.571
Bananas,2017,May,0.564
Bananas,2017,June,0.572
Bananas,2017,July,0.565
Bananas,2017,August,0.561
Bananas,2017,September,0.544
Bananas,2017,October,0.548
Bananas,2017,November,0.551
Bananas,2017,December,0.558
Bananas,2018,January,0.568
Bananas,2018,Febuary,0.574
Bananas,2018,March,0.582
Bananas,2018,April,0.578
Bananas,2018,May,0.575
Bananas,2018,June,0.575
Bananas,2018,July,0.575
Bananas,2018,August,0.569
Bananas,2018,September,0.573
Bananas,2018,October,0.574
Bananas,2018,November,0.566
Bananas,2018,December,0.577
Bananas,2019,January,0.576
Bananas,2019,Febuary,0.571
Bananas,2019,March,0.581
Bananas,2019,April,0.567
Bananas,2019,May,0.579
Bananas,2019,June,0.574
Bananas,2019,July,0.569
Bananas,2019,August,0.578
Bananas,2019,September,0.569
Bananas,2019,October,0.573
Bananas,2019,November,0.573
Bananas,2019,December,0.573
Bananas,2020,January,0.57
Bananas,2020,Febuary,0.574
Bananas,2020,March,0.576
Bananas,2020,April,0.581
Bananas,2020,May,0.589
Bananas,2020,June,0.588
Bananas,2020,July,0.58
Bananas,2020,August,0.576
Bananas,2020,September,0.574
Bananas,2020,October,0.577
Bananas,2020,November,0.578
Bananas,2020,December,0.572
Bananas,2021,January,0.597
Bananas,2021,Febuary,0.59
Bananas,2021,March,0.594
Bananas,2021,April,0.604
Bananas,2021,May,0.6
Bananas,2021,June,0.595
Bananas,2021,July,0.594
Bananas,2021,August,0.589
Bananas,2021,September,0.597
Bananas,2021,October,0.6
Bananas,2021,November,0.619
Bananas,2021,December,0.622
Bananas,2022,January,0.63
Bananas,2022,Febuary,0.628
Bananas,2022,March,0.642
Bananas,2022,April,0.637
Bananas,2022,May,0.642
Bananas,2022,June,0.64
Bananas,2022,July,0.64
Bananas,2022,August,0.643
Bananas,2022,September,0.643
Bananas,2022,October,0.634
Bananas,2022,November,0.631
Bananas,2022,December,0.628
Bananas,2023,January,0.639
Bananas,2023,Febuary,0.641
Bananas,2023,March,0.632
Bananas,2023,April,0.635
Bananas,2023,May,0.628
Bananas,2023,June,0.625
Bananas,2023,July,0.631
Bananas,2023,August,0.631
Bananas,2023,September,0.625
Bananas,2023,October,0.626
Bananas,2023,November,0.627
Bananas,2023,December,0.625
Bananas,2024,January,0.617
Bananas,2024,Febuary,0.625
Bananas,2024,March,0.629
Bananas,2024,April,0.626
Bananas,2024,May,0.622
Bananas,2024,June,0.625
Bananas,2024,July,0.613
Bananas,2024,August,0.612
Bananas,2024,September,0.617
Bananas,2024,October,0.619
Bananas,2024,November,None
Bananas,2024,December,None
White Sugar,2005,January,0.437
White Sugar,2005,Febuary,0.435
White Sugar,2005,March,0.433
White Sugar,2005,April,0.436
White Sugar,2005,May,0.427
White Sugar,2005,June,0.428
White Sugar,2005,July,0.424
White Sugar,2005,August,0.432
White Sugar,2005,September,0.437
White Sugar,2005,October,0.442
White Sugar,2005,November,0.445
White Sugar,2005,December,0.449
White Sugar,2006,January,0.461
White Sugar,2006,Febuary,0.468
White Sugar,2006,March,0.471
White Sugar,2006,April,0.48
White Sugar,2006,May,0.499
White Sugar,2006,June,0.504
White Sugar,2006,July,0.505
White Sugar,2006,August,0.516
White Sugar,2006,September,0.515
White Sugar,2006,October,0.512
White Sugar,2006,November,0.513
White Sugar,2006,December,0.506
White Sugar,2007,January,0.519
White Sugar,2007,Febuary,0.514
White Sugar,2007,March,0.518
White Sugar,2007,April,0.508
White Sugar,2007,May,0.513
White Sugar,2007,June,0.521
White Sugar,2007,July,0.522
White Sugar,2007,August,0.518
White Sugar,2007,September,0.518
White Sugar,2007,October,0.513
White Sugar,2007,November,0.51
White Sugar,2007,December,0.503
White Sugar,2008,January,0.519
White Sugar,2008,Febuary,0.513
White Sugar,2008,March,0.504
White Sugar,2008,April,0.517
White Sugar,2008,May,0.521
White Sugar,2008,June,0.525
White Sugar,2008,July,0.525
White Sugar,2008,August,0.535
White Sugar,2008,September,0.563
White Sugar,2008,October,0.564
White Sugar,2008,November,0.528
White Sugar,2008,December,0.534
White Sugar,2009,January,0.569
White Sugar,2009,Febuary,0.569
White Sugar,2009,March,0.571
White Sugar,2009,April,0.568
White Sugar,2009,May,0.561
White Sugar,2009,June,0.562
White Sugar,2009,July,0.556
White Sugar,2009,August,0.556
White Sugar,2009,September,0.58
White Sugar,2009,October,0.579
White Sugar,2009,November,0.577
White Sugar,2009,December,0.596
White Sugar,2010,January,0.613
White Sugar,2010,Febuary,0.634
White Sugar,2010,March,0.636
White Sugar,2010,April,0.637
White Sugar,2010,May,0.635
White Sugar,2010,June,0.623
White Sugar,2010,July,0.622
White Sugar,2010,August,0.604
White Sugar,2010,September,0.63
White Sugar,2010,October,0.622
White Sugar,2010,November,0.644
White Sugar,2010,December,0.643
