VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
1FADP5CU0F,Thurston,Tumwater,WA,98512,2015,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,22,168188226,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067010910
KM8KNDAF1P,Thurston,Olympia,WA,98502,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,253399786,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012002
1C4RJYB60R,Thurston,Yelm,WA,98597,2024,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,2,261360305,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012422
5YJYGDEE1M,Thurston,Olympia,WA,98502,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,256253308,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011902
2C4RC1L7XP,Thurston,Rochester,WA,98579,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,20,267741869,POINT (-123.08743 46.82175),PUGET SOUND ENERGY INC,53067012720
5YJ3E1EB5M,Thurston,Olympia,WA,98501,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,148465922,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011720
KNDCE3LG3K,Thurston,Olympia,WA,98502,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,22,312765582,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011100
KNDPYDDH5R,Thurston,Lacey,WA,98516,2024,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34,0,22,266835229,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012226
1N4AZ1CV6M,Thurston,Olympia,WA,98512,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,251304441,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011821
5YJYGDEE7M,Thurston,Tumwater,WA,98512,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,169688298,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067010910
1FTVW1EL4P,Thurston,Yelm,WA,98597,2023,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,260268886,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012412
7SAYGDEE5P,Thurston,Olympia,WA,98501,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,262594174,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010100
5UXTS1C08M,Thurston,Olympia,WA,98501,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,0,35,171124551,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011720
YV4H60DL2N,Thurston,Olympia,WA,98502,2022,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,22,258246019,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012002
7SAYGDEFXP,Thurston,Olympia,WA,98502,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,240825483,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600
1V2JNPE80P,Thurston,Olympia,WA,98502,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,258340596,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012001
7SAXCAE52P,Thurston,Lacey,WA,98503,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,244282776,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011628
5YJYGDEE2L,Thurston,Olympia,WA,98502,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,22,109975435,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012001
1V2WNPE86P,Thurston,Tumwater,WA,98512,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,261111399,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067010910
5YJ3E1EA4K,Thurston,Olympia,WA,98506,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,22,239561689,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200
5YJ3E1EAXP,Thurston,Olympia,WA,98501,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,230058937,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011721
7SAXCAE53P,Thurston,Olympia,WA,98502,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,236432878,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012002
3FMTK1SS7M,Thurston,Olympia,WA,98501,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,229639224,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010700
2C4RC1L78M,Thurston,Olympia,WA,98503,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,22,183226368,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011628
7SAYGDEE4N,Thurston,Centralia,WA,98531,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,20,217293436,POINT (-122.9735677 46.7269138),PUGET SOUND ENERGY INC,53067012720
5YJ3E1EB1P,Thurston,Olympia,WA,98516,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,255224175,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012224
1N4AZ1CP9L,Thurston,Olympia,WA,98502,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149,0,22,182475373,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600
1G1FY6S03P,Thurston,Yelm,WA,98597,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,20,261714183,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012510
7SAYGAEE3P,Thurston,Tumwater,WA,98512,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,249720243,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067010910
5YJ3E1ET0R,Thurston,Tumwater,WA,98512,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,272978149,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067010910
3GPKHXRJ1R,Thurston,Lacey,WA,98516,2024,HONDA,PROLOGUE,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,271706291,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012226
5YJ3E1EA7P,Thurston,Lacey,WA,98503,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,235506029,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011626
7SAYGDEE3P,Thurston,Olympia,WA,98501,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,258834026,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010400
7SAYGDEE6P,Thurston,Olympia,WA,98501,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,260613251,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010100
2C4RC1L72M,Thurston,Olympia,WA,98502,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,22,257994845,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012002
5YJ3E1EA6P,Thurston,Olympia,WA,98502,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,228503467,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011902
JTDACACU1R,Thurston,Olympia,WA,98501,2024,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39,0,22,269758135,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010700
5YJ3E1EA1P,Thurston,Olympia,WA,98506,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,259736277,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100
KNDCC3LG8L,Thurston,Olympia,WA,98502,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,22,127113479,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010520
KNDCS3LFXR,Thurston,Olympia,WA,98502,2024,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,22,272675840,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010520
JM3KKEHA7R,Thurston,Tumwater,WA,98512,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,22,238686514,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067010910
5YJSA1CG9D,Thurston,Rainier,WA,98576,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,20,234493493,POINT (-122.68993 46.88897),PUGET SOUND ENERGY INC,53067012531
5YJ3E1EC2P,Thurston,Olympia,WA,98506,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,244971933,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012223
1C4RJYB65R,Thurston,Olympia,WA,98502,2024,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,22,264754269,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010520
5YJYGDEE0L,Thurston,Olympia,WA,98501,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,20,114881924,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067012610
1G1RC6S58H,Thurston,Olympia,WA,98506,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,22,280187918,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100
7SAYGDEE6P,Thurston,Olympia,WA,98501,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,259791416,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010100
KNDC4DLC0N,Thurston,Olympia,WA,98501,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,195162152,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011626
7PDSGABL5P,Thurston,Rochester,WA,98579,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,20,257607346,POINT (-123.08743 46.82175),PUGET SOUND ENERGY INC,53067012720
JHMZC5F34L,Thurston,Olympia,WA,98506,2020,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,22,219066438,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100
1G1FY6S06K,Thurston,Yelm,WA,98597,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,2,219861764,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012412
1N4AZ0CP3D,Thurston,Rochester,WA,98579,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,20,106785206,POINT (-123.08743 46.82175),PUGET SOUND ENERGY INC,53067012730
1C4JJXR6XM,Thurston,Olympia,WA,98501,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,22,171341243,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010700
1FT6W1B77R,Thurston,Olympia,WA,98502,2024,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,271090774,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600
3FMTK4SX9N,Thurston,Tenino,WA,98589,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,20,227131257,POINT (-122.85135 46.85752),PUGET SOUND ENERGY INC,53067012610
JTMAB3FV5R,Thurston,Olympia,WA,98502,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,22,265481576,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012002
JTMAB3FV1M,Thurston,Olympia,WA,98501,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,22,152592968,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010400
1C4JJXN64P,Thurston,Olympia,WA,98502,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,22,245273164,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010520
1GKB0RDCXR,Thurston,Lacey,WA,98516,2024,GMC,HUMMER EV SUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,268991509,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012226
WB523CF08R,Thurston,Lacey,WA,98503,2024,BMW,IX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,253658240,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011622
JN1AZ0CP2C,Thurston,Olympia,WA,98503,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,2,196926684,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011628
1G1RA6S51J,Thurston,Olympia,WA,98501,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,22,248953778,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010300
1G1FW6S05H,Thurston,Olympia,WA,98512,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,35,256257536,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011821
1N4BZ0CP4H,Thurston,Olympia,WA,98501,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,22,172728510,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010700
KM8KNDAF0P,Thurston,Olympia,WA,98502,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,228792819,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012002
1V2DNPE86P,Thurston,Rochester,WA,98579,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,258827019,POINT (-123.08743 46.82175),PUGET SOUND ENERGY INC,53067012720
KNDCM3LD6K,Thurston,Tumwater,WA,98512,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,22,7838897,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067010910
1N4BZ1DVXM,Thurston,Olympia,WA,98501,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,269776482,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010700
1N4BZ0CP4H,Thurston,Olympia,WA,98506,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,22,184894377,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100
KNDPYDAH7P,Thurston,Olympia,WA,98506,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34,0,22,258858358,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012211
YV4ED3UM6P,Thurston,Lacey,WA,98503,2023,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,236394896,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011300
5YJ3E1EA9J,Thurston,Olympia,WA,98502,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,22,252331264,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600
1C4JJXP64M,Thurston,Yelm,WA,98597,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,2,192491722,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012531
7SAYGDEE8P,Thurston,Olympia,WA,98502,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,253190605,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010520
3C3CFFGEXF,Thurston,Olympia,WA,98506,2015,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,0,22,350197970,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200
1V2GNPE88P,Thurston,Olympia,WA,98501,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,261639206,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011722
7SAYGDEF9N,Thurston,Tenino,WA,98589,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,20,224330550,POINT (-122.85135 46.85752),PUGET SOUND ENERGY INC,53067012620
2C4RC1R77M,Thurston,Rochester,WA,98579,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,20,179260392,POINT (-123.08743 46.82175),PUGET SOUND ENERGY INC,53067012730
5YJ3E1EA6K,Thurston,Olympia,WA,98506,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,22,303247339,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010300
KNDJX3AE9H,Thurston,Olympia,WA,98502,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,32250,22,140569600,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012002
1G1RA6S54H,Thurston,Olympia,WA,98501,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,22,228720544,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010300
1N4CZ1CV5S,Thurston,Olympia,WA,98506,2025,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,270046738,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200
1G1RD6S56J,Thurston,Lacey,WA,98503,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,22,223771145,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011421
KNDC3DLC7P,Thurston,Olympia,WA,98502,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,252415761,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011100
5YJ3E1EA1K,Thurston,Tumwater,WA,98501,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,35,225801243,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011720
7SAYGDEE2P,Thurston,Olympia,WA,98506,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,229426326,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200
JTDKARFP6H,Thurston,Olympia,WA,98506,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,22,183937449,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100
WBY73AW0XP,Thurston,Olympia,WA,98501,2023,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,224753931,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010400
KNAGV4LD5J,Thurston,Lacey,WA,98503,2018,KIA,OPTIMA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,29,0,22,165098895,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011300
JTMAB3FV2P,Thurston,Olympia,WA,98502,2023,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,22,254718138,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012001
5YJ3E1EA0N,Thurston,Olympia,WA,98501,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,187216445,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010700
3FMTK3SS6P,Thurston,Lacey,WA,98516,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,255165417,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012226
1G1FY6S01M,Thurston,Olympia,WA,98501,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,268584235,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010700
5YJ3E1EB6P,Thurston,Olympia,WA,98502,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,251162775,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011100
2C4RC1N72H,Thurston,Olympia,WA,98502,2017,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,22,262081123,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011100
KNDC3DLCXN,Thurston,Olympia,WA,98501,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,215074982,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010700
5YJSA1E29M,Thurston,Tumwater,WA,98501,2021,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,267264301,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
5YJ3E1EB8M,Thurston,Tumwater,WA,98501,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,255187453,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011720
3FMTK3SU0M,Thurston,Olympia,WA,98502,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,187139606,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012002
7SAYGDEE2P,Thurston,Olympia,WA,98501,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,231025686,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011721
WA1VABGE3K,Thurston,Olympia,WA,98501,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,0,35,267290726,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011722
